DIVISION,N°REQ,CHARGER,S/D,ITEM,DESIGNATION,Delai LIV,N°CDE,Item1,FOURNISSEEUR,N°BRC,ITEM2,statu,N° CONTRAT,EXP/ENC,Champ19,Champ20,Champ21,Champ22,Champ23,Champ24,Champ25,Champ26,Champ27,Champ28,Champ29,Champ30,Champ31,Champ32,Champ33,Champ34,Champ35,Champ36,Champ37,Champ38,Champ39,Champ40,Champ41,Champ42,Champ43,Champ44,Champ45,Champ46,Champ47,Champ48,Champ49,Champ50,Champ51,Champ52,Champ53,Champ54,Champ55,Champ56,Champ57,Champ58,Champ59,Champ60,Champ61,Champ62,Champ63,Champ64,Champ65,Champ66,Champ67,Champ68,Champ69,Champ70,Champ71,Champ72,Champ73,Champ74,Champ75,Champ76,Champ77,Champ78,Champ79,Champ80,Champ81,Champ82,Champ83,Champ84,Champ85,Champ86,Champ87,Champ88,Champ89,Champ90,Champ91,Champ92,Champ93,Champ94,Champ95,Champ96,Champ97,Champ98,Champ99,Champ100,Champ101,Champ102,Champ103,Champ104,Champ105,Champ106,Champ107,Champ108,Champ109,Champ110,Champ111,Champ112,Champ113,Champ114,Champ115,Champ116,Champ117,Champ118,Champ119,Champ120,Champ121,Champ122,Champ123,Champ124,Champ125,Champ126,Champ127,Champ128,Champ129,Champ130,Champ131,Champ132,Champ133,Champ134,Champ135,Champ136,Champ137,Champ138,Champ139,Champ140,Champ141,Champ142,Champ143,Champ144,Champ145,Champ146,Champ147,Champ148,Champ149,Champ150,Champ151,Champ152,Champ153,Champ154,Champ155,Champ156,Champ157,Champ158,Champ159,Champ160,Champ161,Champ162,Champ163,Champ164,Champ165,Champ166,Champ167,Champ168,Champ169,Champ170,Champ171,Champ172,Champ173,Champ174,Champ175,Champ176,Champ177,Champ178,Champ179,Champ180,Champ181,Champ182,Champ183,Champ184,Champ185,Champ186,Champ187,Champ188,Champ189,Champ190,Champ191,Champ192,Champ193,Champ194,Champ195,Champ196,DATE,DATE CED,DATE1
,,,,,,,,,,"YA0903","2","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/10/20 00:00:00"
,,,,,,,,,,"YA0904","2","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/12/20 00:00:00"
"MOG","YT196","ZITOUNI","D","1","REMPLISSAGE SPHERE GAZ PROPANE",,"YL716Y","1","LINDE GAZ OGX","YA1110","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/20 00:00:00","02/10/20 00:00:00","12/11/20 00:00:00"
"CMS","YT197","ZITOUNI","D","1","REMPLISSAGE BOUTEILLE OXYGENE MEDICAL",,"YL715Y","1","LINDE GAZ OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/09/20 00:00:00","02/10/20 00:00:00",
"SEC","YT198","ZITOUNI","D","1","RMPLISSAGE Biie D'AZOTE",,"YL717Y","1","LINDE GAZ OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/10/20 00:00:00","02/10/20 00:00:00",
"INFRA","YT199","ZITOUNI","S","1","LAMPE 250W VAPEUR DE MERCIRE","45","YL718Y","1","ETS DEBBAKH  TAHAR TGG","YA0877","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","02/12/20 00:00:00","02/23/20 00:00:00"
"SEC","YT200","ZITOUNI","S","4","DIVERS CASQUE DE SECURITE",,"YN011Y","4","TEXFAS TRADE OGX","YA2810","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","11/21/21 00:00:00","05/30/24 00:00:00"
,,,,,,,"YN368Y","4","TEXFAS TRADE OGX","YA2625","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","11/04/23 00:00:00"
,,,,,,,,,,"YA2626","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/04/23 00:00:00"
,,,,,,,,,,"YA2771","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/09/24 00:00:00"
"SEC","YT201","ZITOUNI","S","2","LUNETTE DE PROTECTION",,"YN011Y","2","TEXFAS TRADE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","11/21/21 00:00:00",
"SEC","YT202","ZITOUNI","S","3","CASQUE ANTI BRUIT + BOUCHON",,"YN011Y","3","TEXFAS TRADE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","11/21/21 00:00:00",
,,,,,,,"YN368Y","3","TEXFAS TRADE OGX","YA2655","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","04/15/24 00:00:00"
"SEC","YT203","ZITOUNI","S","4","CEINTURON+HARNAIS+GILET DE SIGNALISATION",,"YN011Y","4","TEXFAS TRADE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","11/21/21 00:00:00",
,,,,,,,"YN368Y","4","TEXFAS TRADE OGX","YA2399","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","09/04/23 00:00:00"
"SEC","YT204","ZITOUNI","S","4","DIVERS MASQUES",,"YN011Y","4","TEXFAS TRADE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","11/21/21 00:00:00",
,,,,,,,"YN368Y","4","TEXFAS TRADE OGX","YA2400","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","09/04/23 00:00:00"
"SEC","YT205","ZITOUNI","S","7","EPI POUR POSTE TRANSFORMATION",,"YN011Y","7","TEXFAS TRADE OGX","YA2625","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","11/21/21 00:00:00","11/04/23 00:00:00"
,,,,,,,,,,"YA2771","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/09/24 00:00:00"
,,,,,,,"YN368Y","7","TEXFAS TRADE OGX","YA2812","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","05/30/24 00:00:00"
,,,,,,,,,,"YA2811","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/30/24 00:00:00"
"SEC","YT206","ZITOUNI","S","1","COMBINAISON POUR PRODUITS CHIMIQUES",,"YN026Y","1","SARI UMIR ALG","YA1706","4","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/14/20 00:00:00","12/01/21 00:00:00","05/23/22 00:00:00"
"DAT","YT207","ZITOUNI","S","12","DIVERES FILTRES",,"YL751Y","12","ETS GOMUG OGX","YA1038","11","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/16/20 00:00:00","10/27/20 00:00:00","10/25/20 00:00:00"
"INFRA","YT209","ZITOUNI","S","6","MATERIEL FROID","45","YL720Y","6","NEDJM FROID HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/16/20 00:00:00","02/17/20 00:00:00",
"MNT","YT210","ZITOUNI","S","4","P/R POUR COMPRISSEUR BOOSTINGE",,,,,,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/17/20 00:00:00",,
"DR","YT211","ZITOUNI","D","2","CARTABLE EN SIMILICUIR MODEL 1et2",,"YL721Y","2","DAR ELBARAKA OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/17/20 00:00:00","02/17/19 00:00:00",
"EXP","YT212","ZEGHDA","S","1","BLOUSE BLANCHE POUR LANF/LABO",,"YN026Y","1","SARI UMIR ALG","YA1706","4","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/20/20 00:00:00","12/01/21 00:00:00","05/23/22 00:00:00"
"MOG","YT213","ZEGHDA","D","1","RECHARGE GAZ BUTANE",,"YL722Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/22/20 00:00:00","02/23/20 00:00:00",
"EXP","YT214","ZEGHDA","S","3","DIVERS GANTS CHIMIQUE POUR LABORATOIRE",,"YN011Y","3","TEXFAS TRADE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/23/20 00:00:00","11/21/21 00:00:00",
,,,,,,,"YN368Y","3","TEXFAS TRADE OGX","YA2399","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","09/04/23 00:00:00"
"EXP","YT215","ZEGHDA","S","2","BLOUSE ANTI ACIDE+COMBINAISON",,"YN026Y","2","SARI UMIR ALG","YA1660","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/24/20 00:00:00","12/01/21 00:00:00","04/11/22 00:00:00"
,,,,,,,,,,"YA1706","4","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/22 00:00:00"
,,,,,,,,,,"YA1719","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/06/22 00:00:00"
"EXP","YT216","ZEGHDA",,"1","CHAUSSURE DE LABORATOIRE",,"YN026Y","1","SARI UMIR ALG","YA1706","4","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/24/20 00:00:00","12/01/21 00:00:00","05/23/22 00:00:00"
"EXP","YT217","ZEGHDA","S","1","MASQUES DE PROTECTION POUR LABO,",,"YN011Y","1","TEXFAS TRADE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/24/20 00:00:00","11/21/21 00:00:00",
,,,,,,,"YN368Y","1","TEXFAS TRADE OGX","YA2399","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/21/23 00:00:00","09/04/23 00:00:00"
"EXP","YT219","ZEGHDA","S","1","DOUCHE ET LAVE YEUX DE SECURTE",,"YN026Y","1","SARI UMIR ALG","YA1661","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/24/20 00:00:00","12/01/21 00:00:00","04/11/22 00:00:00"
"INFRA","YT220","ZEGHDA","S","1","TROUSSE DE JONCTION Ø 70 A 95 MM²","45","YL723Y","1","DEBBAKH TAHER TGG OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/24/20 00:00:00","02/25/20 00:00:00",
"INFRA","YT221","ZEGHDA","D","49","PRODUITS CHIMIQUE POUR STATION D'EAU","45","YL727Y","49","ENGTP  HASSI  RMEL","YA1209","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/27/20 00:00:00","03/04/20 00:00:00","02/09/21 00:00:00"
,,,,,,,,,,"YA1281","5","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/04/21 00:00:00"
,,,,,,,,,,"YA1436","2","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/27/21 00:00:00"
,,,,,,,,,,"YA1810","6","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/11/22 00:00:00"
,,,,,,,,,,"YA1999","6","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/30/22 00:00:00"
,,,,,,,,,,"YA2014","4","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/06/22 00:00:00"
,,,,,,,,,,"YA2018","1","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/08/22 00:00:00"
"EXP","YT222","ZEGHDA","D","1","PROPANE LIQUIDE 97% DE PURETE",,"YL725Y","1","NAFTAL  HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/01/20 00:00:00","03/01/20 00:00:00",
"MOG","YT223","ZEGHDA","D","1","REMPLISSAGE  SPHER GAZ PROPANE",,"YL726Y","1","NAFTAL HMD","YA1118","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/02/20 00:00:00",,"12/11/20 00:00:00"
"SEC","YT224","ZEGHDA","S","1","LAMPE  TORCHE  ANTIDEFLAGRANT  (ANNULEE) AMORTISSABLE",,,,,,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/06/20 00:00:00",,
"INFRA","YT225","ZEGHDA","S","8","MATERIEL  PEINTURES",,"YL728Y","8","SARL  SID  ALGER","YA0909","7","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/06/20 00:00:00","03/08/20 00:00:00","03/19/20 00:00:00"
